      Vuonnemite
Diffraction data computed using the structure from the paper listed below, 
along with the cell parameters refined from the powder pattern of R050250
      Ercit T S, Cooper M A, Hawthorne F C
      The Canadian Mineralogist 36 (1998) 1311-1320
      The crystal structure of vuonnemite, Na11TiNb2(Si2O7)2(PO4)2O3(F,OH),
      a phosphate-bearing sorosilicate of the lomonosovite group
      Locality: Ilimaussaq, Greenland

      CELL PARAMETERS:   5.4890  7.1680 14.4310   92.600   95.370   90.620
      SPACE GROUP: P-1       

                52.55          4.96        1.7416   -1   3   5
                52.92          1.90        1.7303    0  -3   6
                53.26          1.62        1.7200   -1  -1   8
                53.28          5.03        1.7195   -2   0   7
                53.65          2.28        1.7084   -3  -1   3
                53.71          4.27        1.7065   -3   1   3
                53.74          2.77        1.7056   -1   2   7
                53.94          1.49        1.6997    1  -4   1
                54.28          2.83        1.6901    2  -1   6
                54.28          5.87        1.6899   -2  -2   6
                54.32          2.67        1.6888    3  -1   2
                54.43          5.31        1.6856    1  -2   7
                55.01          1.28        1.6692    3   1   2
                55.06          1.77        1.6679    1  -4   2
                55.07          1.33        1.6676    1   4   1
                55.44          1.08        1.6574    2   1   6
                55.58          4.04        1.6536   -2   2   6
                55.81          1.33        1.6474   -3  -1   4
                56.28          1.99        1.6347   -2   3   4
                56.28          2.25        1.6347    0  -2   8
                56.28          7.38        1.6346   -3   2   1
                56.28          2.12        1.6345   -1  -4   3
                56.32          4.83        1.6334   -3   2   0
                56.36          2.18        1.6324    0  -4   4
                56.74          8.64        1.6224   -3  -2   1
                56.78          1.60        1.6213    2   3   3
                56.79          4.29        1.6212    1   2   7
                57.08          4.08        1.6135    3   2   0
                57.16          2.55        1.6115    3  -2   1
                57.30          1.95        1.6080   -3   0   5
                57.55          1.02        1.6015   -1   4   3
                57.56          7.54        1.6012   -1  -2   8
                57.64          1.26        1.5993    1   1   8
                57.82          5.53        1.5947    0   0   9
                57.91          4.60        1.5923    0  -3   7
                58.20          1.11        1.5852   -2  -3   5
                58.20          1.26        1.5852    3   2   1
                58.42          1.76        1.5797   -3  -2   3
                58.55          2.33        1.5766   -3   2   3
                58.62          5.00        1.5748    0   2   8
                58.69          1.78        1.5732   -3  -1   5
                58.71          1.98        1.5727    0   4   4
                58.76          1.68        1.5713    3  -2   2
                58.80          3.78        1.5704    2   0   7
                58.89          1.22        1.5681   -2  -2   7
                58.99          3.24        1.5657    3   0   4
                59.58          6.11        1.5516    0  -4   5
                59.63          8.13        1.5505   -1   2   8
                59.95          1.32        1.5429   -2  -1   8
                60.02          1.18        1.5414    0   1   9
                60.07          1.04        1.5402    3   2   2
                60.40          1.60        1.5327   -3  -2   4
                60.80          2.53        1.5234   -3   2   4
                61.00          1.01        1.5190    3   1   4
                61.25          1.62        1.5133    2  -3   5
                61.50          1.76        1.5077   -2   4   0
                61.79          5.30        1.5015   -2   4   1
                62.18          3.25        1.4929   -2  -4   1
                62.41          5.05        1.4880    0   4   5
                62.46          1.85        1.4870    2   4   0
                62.65          2.17        1.4828   -2  -4   2
                62.82          3.09        1.4793   -2   4   2
                62.97          2.19        1.4762    1  -1   9
                63.18          1.28        1.4718    2  -4   2
                63.39          1.22        1.4672    0  -3   8
                63.59          1.08        1.4631   -2   3   6
                63.64          6.80        1.4622    2  -2   7
                63.69          1.28        1.4612   -1  -2   9
                63.81          1.27        1.4586   -1   4   5
                63.86          1.93        1.4576   -2  -4   3
                64.03          2.11        1.4542   -2  -2   8
                64.05          1.73        1.4538    2   3   5
                64.12          2.02        1.4524    3  -2   4
                64.80          4.09        1.4387    2   0   8
                64.98          1.62        1.4352    0   0  10
                65.10          2.18        1.4328    2  -4   3
                65.21          1.49        1.4307    2   4   2
                65.48          2.17        1.4254    2  -3   6
                65.69          1.26        1.4214   -1   0  10
                65.74          1.95        1.4204   -2   2   8
                65.85          1.41        1.4184    0   5   1
                65.91          2.84        1.4173    3   2   4
                65.91          2.52        1.4172   -3  -3   3
                65.91          1.04        1.4172   -1   2   9
                65.92          1.79        1.4170    0  -5   2
                66.01          5.85        1.4152    2   2   7
                66.02          2.39        1.4151   -2  -3   7
                66.08          1.68        1.4139    1   4   5
                66.42          1.72        1.4075   -3  -2   6
                66.52          1.95        1.4056   -1  -1  10
                67.17          1.78        1.3936    1  -3   8
                67.34          1.89        1.3905   -3   2   6
                67.35          1.42        1.3904   -1   5   0
                67.64          1.78        1.3851    2   4   3
                67.72          1.42        1.3837    2  -4   4
                67.75          1.25        1.3831   -1   1  10
                67.77          3.72        1.3828   -1  -5   1
