      Vuonnemite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from single crystal data of R080015
      Ercit T S, Cooper M A, Hawthorne F C
      The Canadian Mineralogist 36 (1998) 1311-1320
      The crystal structure of vuonnemite, Na11TiNb2(Si2O7)2(PO4)2O3(F,OH),
      a phosphate-bearing sorosilicate of the lomonosovite group
      Locality: Lovozero, Kola Peninsula, Russia
      _database_code_amcsd 0005582

      CELL PARAMETERS:   5.4760  7.1410 14.4000   92.570   95.310   90.590
      SPACE GROUP: P-1       

                63.11          2.14        1.4732    1  -1   9
                63.42          1.23        1.4666    2  -4   2
                63.60          1.16        1.4629    0  -3   8
                63.80          6.37        1.4589    2  -2   7
                63.88          1.24        1.4572   -1  -2   9
                64.04          1.17        1.4539   -1   4   5
                64.10          1.81        1.4528   -2  -4   3
                64.20          1.66        1.4507    2   3   5
                64.23          1.93        1.4501   -2  -2   8
                64.29          1.92        1.4489    3  -2   4
                64.92          3.96        1.4364    2   0   8
                65.13          1.53        1.4323    0   0  10
                65.35          2.05        1.4279    2  -4   3
                65.41          1.39        1.4268    2   4   2
                65.68          2.14        1.4215    2  -3   6
                65.86          1.13        1.4181   -1   0  10
                65.95          1.75        1.4165   -2   2   8
                66.04          2.72        1.4146    3   2   4
                66.09          1.02        1.4137   -1   2   9
                66.12          2.39        1.4132   -3  -3   3
                66.12          1.33        1.4132    0   5   1
                66.14          5.45        1.4128    2   2   7
                66.20          1.65        1.4116    0  -5   2
                66.25          2.28        1.4107   -2  -3   7
                66.28          1.55        1.4102    1   4   5
                66.63          1.60        1.4035   -3  -2   6
                66.71          1.85        1.4021   -1  -1  10
                67.38          1.66        1.3898    1  -3   8
                67.57          1.81        1.3864   -3   2   6
                67.64          1.34        1.3851   -1   5   0
                67.84          1.69        1.3815    2   4   3
                67.93          1.14        1.3799   -1   1  10
                67.96          1.04        1.3794    3  -2   5
                67.97          1.30        1.3792    2  -4   4
                68.04          3.53        1.3779   -1  -5   1
                68.15          1.51        1.3759   -1   5   1
                68.52          1.75        1.3695    3  -1   6
                68.55          3.41        1.3689   -4   0   1
                68.89          1.59        1.3630    4   0   0
                69.37          2.59        1.3546    1   0  10
                69.94          6.41        1.3451    4   0   1
                71.35          1.00        1.3220   -3  -1   8
                71.77          3.38        1.3152   -4   0   4
                71.85          1.38        1.3140   -1  -5   4
                71.92          1.75        1.3128   -2  -4   6
                72.68          1.22        1.3010    1  -5   4
                74.15          4.29        1.2788   -2   4   6
                75.75          1.40        1.2556    1   5   4
                78.51          1.04        1.2183   -2   4   7
                78.73          2.46        1.2155    0  -4   9
                80.26          1.25        1.1962   -1   3  10
                80.81          1.15        1.1893    1  -2  11
                80.87          3.04        1.1886    4   0   5
                81.65          1.36        1.1792   -4  -3   2
                82.51          1.36        1.1691   -3  -1  10
                82.56          1.11        1.1685    0   1  12
                83.20          1.01        1.1611    0   4   9
                83.74          1.35        1.1550    1   2  11
                83.78          2.29        1.1546    1  -6   2
                83.94          1.87        1.1528    2   4   7
                84.59          1.44        1.1456    3   0   9
                84.75          1.43        1.1438    2  -4   8
                84.88          1.46        1.1424   -1  -6   3
                85.21          1.26        1.1389    4   0   6
                85.41          1.84        1.1367   -4   0   8
                85.87          1.69        1.1317    1   6   2
                86.48          1.90        1.1254   -1   6   3
                87.04          1.18        1.1196   -4   1   8
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
